#conn  RDMA-Read  RDMA-Write DVMA-Read  DVMA-Write   RDMA-Read-CX5   RDMA-Write-CX5
1      2464       2274       2663       2462         3251            3084
2      3064       2965       2663       2462	     3623	     3605
3      3457       3356       2662	2462	     3662            3676
4      3827       3705       2662	2462	     3711	     3736
5      4150       4037       2666	2462	     3799            3775
6      4401       4236       2673	2462	     3834            3819
