#pte RDMA-MR-Write  RDMA-PTE-Write  DVMA-Write       RDMA-MR-Write-CX5  RDMA-PTE-Write-CX5
1    1929           1913        2330                 3084		3084
2    2076           2174        2330                 3402		3363
3    2094           2152        2544                 3408		3391
4    2831           2356        2610                 3453		3389
5    3613           2630        2615                 4858		3426
6    1000           2920        2613                 1000		4084
