1	3.282	3.034	3.282	3.044
2	3.301	3.0535	3.273	3.0415
3	3.328	3.114	3.326	3.11
4	3.344	3.123	3.484	3.187

# num-MNs Read-Uniform Write-Uniform Read-Zipf Write-Zipf
# from https://docs.google.com/spreadsheets/d/1oYvfLmrZP0PFvA9QuKpnQn2hFinfX6vVr1bGqEqttCk/edit#gid=933508892
