Type	Clio  Clio-sNIC Clio-sNIC-$ Clover HERD  HERD-BF
1	7.77  6.36      9.63        7.33   8.3   3.35
2       8.08  6.79      13.81       7.86   7.36  3.63
3       8.24  7.08      14.54       8.06   7.03  3.74
