Type	Clio  Clio-sNIC Clio-sNIC-$ Clover HERD  HERD-BF
1	7.67  9.36      6.18        8.12   7.14  17.8  
2       7.37  8.77      4.31        7.58   8.09  16.4
3       7.22  8.40      4.10        7.39   8.47  15.9
