1	7.3995267805	8.5056579794	7.9022511737	8.4482859575	8.6525736167	8.0150860175
2	6.9791875419	7.2009290633	6.7285346868	7.1387095126	7.4481829967	5.6710894946
3	6.7577132061	7.1541477568	6.6341842493	6.5552336666	7.0488326092	4.9616298849
4	6.5596620113	7.0995243636	6.5192922085	5.9872165463	6.6172051665	4.5728019237
5	6.3561347042	7.0133017977	6.3708367931	5.4613574407	6.2080106109	4.2871744604
6	6.1656715828	6.9248364282	6.217513949	5.0508551702	5.9099917097	3.9968180219
7	6.005691752	6.8537319686	6.0879155175	4.7522789855	5.6983241628	3.7753191218
8	5.872153358	6.7964869105	5.9847086441	4.5240584226	5.6713654082	3.5303277898
9	5.7551206622	6.7462566345	5.9010805334	4.240948416	5.320958011	3.3816564826
10	5.6450172631	6.6965408155	5.8244811979	4.0060807827	5.1895913659	3.1309766916
11	5.5398598826	6.6494822601	5.7469057427	3.7819706739	5.0775568459	2.7411515989
12	5.4379945868	6.6045193729	5.6620255228	3.5870371177	5.0311174905	2.2355284469
13	5.3444001341	6.5650017731	5.5745231894	3.4344092076	4.9313154557	2.1903316982
14	5.2618407502	6.5340996251	5.4880046852	3.5165353739	5.2117184196	1.7558748557
15	5.185845177	6.5106313244	5.4010177794	3.2108533653	4.7351835667	0.4771212547
16	5.1210408757	6.4999890597	5.3259526114	3.3025473725	4.9271341576	0
17	5.0632920671	6.4966064349	5.2322793143	3.4255342205	5.2252808448	0
18	5.0221560785	6.511093162	5.148639667	3.5719416351	5.668398032	0
19	4.9854624018	6.5305883395	5.0585816441	3.5938396611	5.7659098452	0
20	4.9402125717	6.5468168487	4.9572048875	3.4390167284	5.4710128514	0
21	4.8799097771	6.5471592445	4.9965291837	3.2785249647	5.1780296707	0
22	4.794097494	6.5085317389	4.7596905029	3.155943018	4.9876305191	0
23	4.7516023944	6.5906731202	4.7089305358	3.2489536155	5.1731571202	0
24	5.2042041191	7.4221512206	5.1124240078	4.1428898054	6.5754715452	0
25	5.0198803088	7.2685122612	5.4176277787	2.6354837468	5.0906812045	1.278753601
26	3.6435513686	5.932215445	4.8067970479	1.6532125138	4.1093760314	0.4771212547
27	2.9222062774	5.3601312329	4.6812683799	0	0	0
28	2.5051499783	5.1132613088	4.590027745	0	0	0
29	2.1335389084	4.819155529	4.2591875829	0	0	0
30	1.8864907252	4.805487265	4.5990967022	0	0	0
31	1.7323937598	4.8742440213	4.4319103095	0	0	0
32	1.4771212547	4.574621507	4.1994534791	0	0	0
33	1.591064607	4.693700574	4.2443018662	0	0	0
34	1.5185139399	4.7006864142	4.2774487593	0	0	0
35	1.3424226808	4.563955465	4.0384611962	0	0	0
36	0.9542425094	4.3750048155	4.0769679522	0	0	0
37	0.9542425094	3.9337402995	3.9255183582	0	0	0
38	0.7781512504	4.5717088318	3.9505595616	0	0	0
39	0.6989700043	3.8645704069	3.2509076997	0	0	0
40	0.4771212547	2.9786369484	2.0293837777	0	0	0
41	0.4771212547	3.646109522	3.1950689965	0	0	0
42	0.4771212547	3.626545659	2.1367205672	0	0	0
43	0	1.8388490907	1.7781512504	0	0	0
44	1.6720978579	6.2637610138	4.8903203984	0	0	0
45	1.414973348	6.4446261737	0	0	0	0
