1	5.9799183234	6.5412357909	6.4330306647	6.0360561113	6.5691724017	6.4396217588
2	4.7265642162	5.0369082229	4.2621899599	3.9783174967	4.4458220742	3.5596672784
3	3.5943925504	4.2371665827	2.8438554226	2.80140371	3.9782261817	3.3481100685
4	2.4899584794	3.0795430074	2.2329961104	2.4913616938	3.9871745011	3.2844307338
5	1.7160033436	2.5105450102	1.748188027	2.2833012287	3.8251663723	3.3529539117
6	1.7160033436	2.631443769	1.7781512504	2.1335389084	3.7730546934	3.0492180227
7	1.7323937598	3.8291750739	2.0170333393	2.1430148003	3.8671137798	3.1889284838
8	1.7558748557	2.8155777483	1.9138138524	1.8388490907	3.3138672204	2.7993405495
9	1.7708520116	3.7604978752	1.748188027	1.7242758696	3.3565994357	2.5465426635
10	1.748188027	4.182386117	3.5291736033	1.4771212547	3.1379867327	2.3404441148
11	1.6532125138	4.0364292656	2.220108088	1.3424226808	2.7701152948	2.1398790864
12	1.6020599913	3.6356847625	2.6766936096	1	2.4857214265	0
13	1.6720978579	5.5454023786	4.4525071037	1.6812412374	5.4868227961	2.4456042033
14	1.1139433523	4.7609800731	4.0179510688	0.6989700043	2.3201462861	0
15	0.4771212547	3.5498611885	0	0	0	0
16	0.84509804	4.2647234009	0.903089987	0	0	0
17	0	1.7708520116	1.5682017241	0	0	0
18	0.3010299957	2.4393326938	0.7781512504	0	0	0
19	0	1.903089987	1.6812412374	0	0	0
20	0.4771212547	3.8316138553	0	0	0	0
21	0.4771212547	4.0343877836	0	0	0	0
22	0.4771212547	2.411619706	0	0	0	0
23	0	0	0	0	0	0
24	0.3010299957	2.7930916002	0	0	0	0
25	0.4771212547	2.9790929006	1.8633228601	0	0	0
26	0.3010299957	2.8182258936	1.7403626895	0	0	0
27	0.4771212547	2.5998830721	0	0	0	0
28	0	2.3909351071	0	0	0	0
29	0	2.3521825181	0	0	0	0
30	0.3010299957	2.7291647897	2.2576785749	0	0	0
31	0	2.3598354823	0	0	0	0
