#
# Chunk size: 1MB, 4MB, 8MB, 16MB, 32MB
# Commit latency (us)
#	MRSW_1	MRSW_2	MRMW_1	MRMW_2
1	144	144	161	161
2	145	145	165	165
3	144	144	168	168
4	150	137	175	133
5	177	37	244	30
