#
# ExCache Size
#
# 128M 256M 512M 1024M

#	TF-Lego		Phoenix-Lego	TF-Linux	Phoenix-Linux	TF-IS	Phoenix-IS
1	1.291		3.155		4.143		11.817		1	1
2	1.174		2.114		1.108		6.448		1	1
3	1.164		1.520		1.064		2.912		1	1
4	1.156		1.203		1.038		1.525		1	1
